forecast;parameter;TT;Td;Tx;Tn;Tm;Tg;dd;ff;fx;fx3;RR1;RR3;RR12;RR24;ww;ww3;N;Nf;PPPP;SS1;SS3;SS24
today 00 UTC;unit;°C;°C;°C;°C;°C;°C;°;km/h;km/h;km/h;mm;mm;mm;mm;WW Code;WW Code;1/8;1/8;hPa;h;h;h
29.05.25;00:00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---
03.06.25;13:00;21.6;12.4;---;---;17.3;24.5;183;9.3;24.1;25.9;0.0;0.0;0.0;0.0;3;3;7;6;1010.6;0.5;1.4;5.6
03.06.25;14:00;21.9;12.3;---;---;17.3;24.1;175;9.3;24.1;27.8;0.0;0.0;0.0;0.0;3;3;7;6;1009.5;0.4;1.4;5.6
03.06.25;15:00;21.9;12.3;---;---;17.3;23.7;167;9.3;24.1;27.8;0.0;0.0;0.0;0.0;3;3;7;7;1009.0;0.4;1.3;5.7
03.06.25;16:00;21.5;12.4;---;---;17.3;23.2;179;9.3;24.1;27.8;0.0;0.0;0.0;0.0;3;3;8;7;1008.5;0.4;1.2;5.7
03.06.25;17:00;21.2;12.7;---;---;17.4;22.2;181;9.3;22.2;27.8;0.9;0.9;0.9;0.9;61;61;8;7;1008.3;0.3;1.1;5.6
03.06.25;18:00;20.4;12.8;23.4;15.3;17.4;20.1;181;7.4;20.4;27.8;1.3;2.2;2.2;2.2;61;61;8;7;1007.8;0.3;0.9;5.6
03.06.25;19:00;19.0;13.1;---;---;17.5;18.5;183;7.4;18.5;25.9;0.5;2.7;2.7;2.7;61;61;8;7;1007.6;0.2;0.8;5.7
03.06.25;20:00;17.7;13.2;---;---;17.5;16.7;175;5.5;16.7;24.1;0.4;2.2;3.1;3.1;61;61;8;7;1007.8;0.1;0.5;5.7
03.06.25;21:00;16.8;13.2;---;---;17.5;15.2;173;5.5;18.5;22.2;0.5;1.4;3.6;3.6;61;61;8;7;1007.6;0.0;0.3;5.7
03.06.25;22:00;16.0;13.0;---;---;17.6;14.3;166;5.5;16.7;22.2;0.3;1.2;3.9;3.9;61;61;8;7;1007.8;0.0;0.1;5.7
03.06.25;23:00;15.4;12.8;---;---;17.6;13.9;168;5.5;16.7;22.2;0.4;1.2;4.3;4.3;61;61;8;7;1007.7;0.0;0.0;5.7
04.06.25;00:00;14.9;12.6;---;---;17.7;13.8;176;5.5;16.7;20.4;0.4;1.1;4.7;4.7;61;61;8;7;1007.8;0.0;0.0;5.7
